item_id,produto_ml,marca_ml,sku_ml,receita,pedidos,candidato_seconds_id,candidato_seconds_produto,candidato_seconds_sku,candidato_seconds_marca,candidato_cmv_unitario,score_similaridade,metodo_match,status_match_inteligente,padrao_erro,motivo_original
MLB4482089945,Valvulas De Admissão C4 Picasso C5 C8 Xsara Xsara Picasso,N/D,N/D,450.25,2,MLB6207447282,Valvula Admissao Motor C3 1.5 8v Flex,VADPG15A,Takao,59.32,88.37,produto,MATCH_PROVAVEL,sku_ausente_ml; palavras_extras_ml,SEM_MATCH_SECONDS
MLB4463673425,Junta Cabeçote Soul Cerato Hb20 1.6 16v 0.75mm Aço,N/D,N/D,447.13,2,MLB4007096877,Junta Cabeçote Inox Creta Hb20 Soul Cerato 1.6 16v 12/22,1512187ML,Bastos Juntas,173.98,88.61,produto,MATCH_PROVAVEL,sku_ausente_ml; palavras_extras_seconds,SEM_MATCH_SECONDS
MLB6090975972,Discos Freio Dianteiro Hilux Sw4 2.7 3.0 Aro 16 2005 À 2015,N/D,N/D,446.72,1,MLB5440776356,Jogo Pastilha De Freio Dianteira Hilux Sw4 2005 Em Diante,OCDA2818,OriginALLparts,114.83,80.0,produto,MATCH_PROVAVEL,sku_ausente_ml; palavras_extras_ml,SEM_MATCH_SECONDS
MLB5762327730,Bomba D.água  Outlander 3.0 V6 24v 2011,N/D,N/D,417.82,1,MLB5733747942,Pastilha Freio Azera 3.3 V6 24v 2011 2012,OCTA1333,OriginALLparts,105.0,77.78,produto,MATCH_PROVAVEL,sku_ausente_ml; palavras_extras_ml,SEM_MATCH_SECONDS
MLB5440609864,Pastilha De Freio Traseira Malibu 2010 2011 Até 2013 2.4 16v,N/D,N/D,415.68,2,MLB4203398845,Pastilha Freio C4 Glx 1.6 16v 2008 2009 2010 2011 2012 2013,OCTA0126,OriginALLparts,86.19,83.72,produto,MATCH_PROVAVEL,sku_ausente_ml; palavras_extras_seconds,SEM_MATCH_SECONDS
MLB6635762880,Jogo Junta Completo Fiesta 1.0 8v Zetec Rocam Gasolina,N/D,N/D,415.19,2,MLB5016360074,Junta Cabeçote Sob Medida 3mm Fiesta Ka 1.0 8v Zetec Rocam,131545PK30,Bastos Juntas,42.34,100.0,produto,MATCH_AUTOMATICO,sku_ausente_ml; palavras_extras_seconds,SEM_MATCH_SECONDS
MLB4007109751,Junta Cabeçote Passat Voyage Ap 1.5 8v 74/83,N/D,N/D,407.53,8,MLB6143808788,Junta Cabeçote C/ Retentor Passat Gol Voyage 1.5 74/83,111007PKR,Bastos Juntas,74.52,91.89,produto,MATCH_AUTOMATICO,sku_ausente_ml,SEM_MATCH_SECONDS
MLB6224371096,"Junta Cabeçote Sob Medida 2,40mm Onix 1.0 12v L3",N/D,N/D,388.22,2,MLB6224267560,Junta Cabeçote Onix 1.0 12v L3,1215173PK,Bastos,57.25,100.0,produto,MATCH_AUTOMATICO,sku_ausente_ml; palavras_extras_ml,SEM_MATCH_SECONDS
MLB6143533902,Par Disco Freio Dianteiro Mds Tucson 2.0 2005 A 2012,N/D,N/D,381.79,1,MLB4580541101,Polia Virabrequim Triade Tucson 2.0 2005-2008,T-138,Triade,259.63,82.05,produto,MATCH_PROVAVEL,sku_ausente_ml; palavras_extras_seconds,SEM_MATCH_SECONDS
MLB5298213320,"Jogo Pistão 0,40 Punto Palio Siena Strada 1.4 8v 04/20",N/D,N/D,374.15,1,MLB6304447088,"Jogo Pistão 0,40 Punto Palio Siena Strada 1.4 8v 04/20",PFI14/040,Takao,182.17,100.0,produto,MATCH_AUTOMATICO,sku_ausente_ml; nomenclatura_invertida,SEM_MATCH_SECONDS
MLB6239427120,Filtro De Óleo K&n Quadriciclos Can-am Jetski Sea Doo Spark,N/D,N/D,373.29,3,MLB4621377789,Filtro Oleo Lubrificante Tiguan Jetta Passat Fusca 2.0 Mann,W719/45,Mann Filter,37.07,63.04,produto,MATCH_DUVIDOSO,sku_ausente_ml; palavras_extras_ml,SEM_MATCH_SECONDS
MLB5298316104,"Jogo Pistão 0,50 Gol Fox Parati 1.0 8v 07/08",N/D,N/D,372.29,1,MLB4574816635,"Jogo Pistão 0,50 Gol Fox Parati 1.0 8v 07/08",PVW10E/050,Takao,189.34,100.0,produto,MATCH_AUTOMATICO,sku_ausente_ml; nomenclatura_invertida,SEM_MATCH_SECONDS
MLB4007058275,Junta Cabeçote Aço Inox Pajero 2.0 1.8 99/15 Gas/flex,N/D,N/D,366.79,1,MLB6143731596,Junta Cabeçote Inox C/ Ret Pajero 2.0 1.8 99/15 Gas/flex,1512194MLR,Bastos Juntas,256.42,94.74,produto,MATCH_AUTOMATICO,sku_ausente_ml,SEM_MATCH_SECONDS
MLB5453943202,Pastilha Freio Diant Honda Fit 2003 2004 2005 2006 2007 2008,N/D,N/D,353.56,5,MLB5735297658,Pastilha Freio Fx 35 2003 2004 2005 2006 2007 2008,OSTA2707,OriginALLparts,61.92,92.31,produto,MATCH_AUTOMATICO,sku_ausente_ml; palavras_extras_ml,SEM_MATCH_SECONDS
MLB5457059868,Pastilha Freio Novo Uno 1.0 1.3 1.4 2012 2015 2020 2022 2024,N/D,N/D,346.76,3,MLB4144351129,Bandeja Inferior Direita Onix 2020 2021 2022 2023 2024,BDJ0302,Perfect,177.5,79.25,produto,MATCH_PROVAVEL,sku_ausente_ml; palavras_extras_ml,SEM_MATCH_SECONDS
MLB4419689719,Pastilha Traseira Brembo Subaru Forester 2008 2009 2010,N/D,N/D,329.25,1,MLB5695224676,Pastilha Freio Bora 2.0 8v 2009 2010,OCTA0126,OriginALLparts,86.19,78.79,produto,MATCH_PROVAVEL,sku_ausente_ml; palavras_extras_ml,SEM_MATCH_SECONDS
MLB4347505713,Jogo Bronzina De Biela Fiat Fiorino 1.0 1.3 1.5 8v Fiasa,N/D,N/D,326.28000000000003,6,MLB6011028682,Jogo Bronzina De Biela Fiat Fiorino 1.0 1.3 1.5 8v Fiasa,BBFI10/100,Takao,25.25,100.0,produto,MATCH_AUTOMATICO,sku_ausente_ml; nomenclatura_invertida,SEM_MATCH_SECONDS
MLB4197780255,Par Amortecedor Nakata Kit Dianteiro Gol Parati G2 G3 G4,N/D,N/D,317.16,1,MLB4331426891,Par Amortecedor Tampa Traseira Porta Malas Parati G2 G3 G4,PAR-BMG15009,Yiming Parts,29.06,83.08,produto,MATCH_PROVAVEL,sku_ausente_ml; palavras_extras_seconds,SEM_MATCH_SECONDS
MLB4460837867,Junta Tampa Válvulas Bastos Nissan Frontier Pathfinder 2.5,N/D,N/D,297.66,1,MLB4460500981,Kit Junta Da Tampa De Valvula Borr Silic Frontier Pathfinder,151760034SL,Bastos Juntas,193.72,84.62,produto,MATCH_PROVAVEL,sku_ausente_ml; palavras_extras_ml,SEM_MATCH_SECONDS
MLB6143677180,Jogo Junta Motor Sem Retentor  Corsa 1.0 16v 99/03,N/D,N/D,281.55,2,MLB5016447034,Jogo Junta Motor Sem Retentor Corsa Wind 1.0 8v 94/96,121049PK,Bastos Juntas,57.91,82.35,produto,MATCH_PROVAVEL,sku_ausente_ml; palavras_extras_ml,SEM_MATCH_SECONDS
MLB5551943468,Bandeja Superior Direita Belina Corcel Del Rey Pampa,N/D,N/D,280.08,2,MLB5455258538,Pastilha Freio Dianteira Corcel Del Rey Pampa,ECO1083,Ecopads,19.38,100.0,produto,MATCH_AUTOMATICO,sku_ausente_ml; palavras_extras_ml,SEM_MATCH_SECONDS
MLB5018697386,Silicone Alta Temperatura Red ( Vermelho ) - Bastos,N/D,N/D,277.95,3,MLB4502086653,Par De Disco De Freio Original Astra / Vectra,D49A,MDS,4999.5,58.33,produto,SEM_CORRESPONDENCIA,sku_ausente_ml; palavras_extras_ml,SEM_MATCH_SECONDS
MLB5731674286,Pastilha Freio C-class T-model C 320 Cdi 2007 A 2014,N/D,N/D,273.77,1,MLB5720305114,Pastilha Freio C-class T-model C200 Kompressor 2007 A 2014,OCTA2034,OriginALLparts,84.79,84.0,produto,MATCH_PROVAVEL,sku_ausente_ml,SEM_MATCH_SECONDS
MLB4375252331,"Kit 6 Aditivo Otimizador Combustivel Flex 4x1 Fq4, Economia",N/D,N/D,272.0,2,MLB6138124014,Aditivo Fq4 Filtro Químico De Combustível + Economia Moto,FQ4MOTO40ML,FQ4,8.75,81.01,produto,MATCH_PROVAVEL,sku_ausente_ml; palavras_extras_seconds,SEM_MATCH_SECONDS
MLB4216678629,Pastilha Freio Slk (r172) 200 (172.434) 2015 Em Diante,N/D,N/D,265.56,1,MLB5725008692,Pastilha Freio Q7 (4mb) 2015 Em Diante,OCDA0134,OriginALLparts,139.68,83.87,produto,MATCH_PROVAVEL,sku_ausente_ml; palavras_extras_ml,SEM_MATCH_SECONDS
MLB6224283162,Junta Cabeçote Aço Inox Sob Medida 1.01mm March Versa 14/21,N/D,N/D,264.17,1,MLB6224464240,Junta Cabeçote Aço Inox Sob Medida 0.78mm March Versa 14/21,15156006ML1,Bastos Juntas,130.39,96.49,produto,MATCH_AUTOMATICO,sku_ausente_ml,SEM_MATCH_SECONDS
MLB5298277822,"Jogo Bronzina Biela 0,25 Gol Fox Parati 1.0 8v 16v 99/07",N/D,N/D,251.83,4,MLB5298265044,Jogo Bronzina Biela Std Gol Fox Parati 1.0 8v 16v 99/07,BBVW10/STD,Takao,30.44,100.0,produto,MATCH_AUTOMATICO,sku_ausente_ml,SEM_MATCH_SECONDS
MLB6410023980,Polia Da Bomba Dágua - Renault Master 2.3 16v 2013... T-743,N/D,N/D,251.16,1,MLB4104228265,Pastilha Freio Dianteira Renault Duster 2.0 16v 2014 15/...,ECO1495,Ecopads,50.69,80.77,produto,MATCH_PROVAVEL,sku_ausente_ml; palavras_extras_ml,SEM_MATCH_SECONDS
MLB5016397270,Junta Cabeçote Fiat Palio Doblo Siena 1.3 16v Fire (fibra),N/D,N/D,245.9,6,MLB3841164753,Jogo Junta Motor Palio Siena Doblo Fire 1.0 1.3 16v 99/...,141053PK,Bastos Juntas,68.38,95.52,produto,MATCH_AUTOMATICO,sku_ausente_ml; palavras_extras_ml,SEM_MATCH_SECONDS
MLB4460195545,Junta Tampa Val Cortiça Gm 1.8 2.0 8v 2.2 8v 2.4 8v,N/D,N/D,218.23,7,MLB4460221653,Junta Tampa Valvula Gm Corsa 1.0 1.4 1.6 8v .../03-98,121706CB,Bastos Juntas,4.51,80.56,produto,MATCH_PROVAVEL,sku_ausente_ml; palavras_extras_seconds,SEM_MATCH_SECONDS
MLB5704062786,Pastilha Freio Elantra 2.0 16v 11 12 13 14 15 16,N/D,N/D,214.49,1,MLB5733838712,Pastilha Freio Elantra Gls 1.8 16v 11 12 13 14 15 16,OCTA1329,OriginALLparts,81.22,100.0,produto,MATCH_AUTOMATICO,sku_ausente_ml,SEM_MATCH_SECONDS
MLB5704075626,Pastilha Freio Elantra 1.8 16v 2011 2012 2013,N/D,N/D,214.49,1,MLB5731669148,Pastilha Freio Elantra 1.6 Crdi 2011 2012 2013 2014 2015,OCDA1306,OriginALLparts,92.68,91.67,produto,MATCH_AUTOMATICO,sku_ausente_ml; palavras_extras_seconds,SEM_MATCH_SECONDS
MLB6233745852,Junta Cabeçote Bastos Para Corsa 1.0 16v 1999 Até 2002,N/D,N/D,208.39,5,MLB6233784972,Junta Cabeçote Bastos Para Sonic 1.6 16v 2012 Até 2014,1215164ML,Bastos Juntas,62.96,80.52,produto,MATCH_PROVAVEL,sku_ausente_ml; palavras_extras_ml,SEM_MATCH_SECONDS
MLB5298379806,Válvula Admissão Kombi Saveiro Gol Voyage 1.4 1.6 8v 01/21,N/D,N/D,205.56,1,MLB6207447282,Valvula Admissao Motor C3 1.5 8v Flex,VADPG15A,Takao,59.32,92.68,produto,MATCH_AUTOMATICO,sku_ausente_ml; palavras_extras_ml,SEM_MATCH_SECONDS
MLB5733786398,Pastilha Freio Malibu Ltz 2.4 16v 2010 2011 2012 2013,N/D,N/D,199.66,1,MLB5733752804,Pastilha Freio S18 1.3 16v 2010 2011 2012,OSDA0700,OriginALLparts,60.68,90.0,produto,MATCH_AUTOMATICO,sku_ausente_ml; palavras_extras_ml,SEM_MATCH_SECONDS
MLB4460354411,Junta Tampa Valvula Focus Mondeo 1.8 2.0 16v 00/05,N/D,N/D,193.16,4,MLB6223025364,Junta Tampa Valvula Focus Fusion Mondeo 2.0 2.3 16v Duratec,1317732BN,Bastos Juntas,35.51,92.31,produto,MATCH_AUTOMATICO,sku_ausente_ml,SEM_MATCH_SECONDS
MLB5782835872,Jg Bronzina De Mancal 075 Para Tucson 2.0 16v 2009,N/D,N/D,191.59,1,MLB5298150122,Jogo Bronzina Mancal Std I30 Cerato Tucson 2.0 16v 99/18,BCHY18A/STD,Takao,89.36,85.25,produto,MATCH_PROVAVEL,sku_ausente_ml; palavras_extras_seconds,SEM_MATCH_SECONDS
MLB6107788872,"Bronzina Biela E Mancal Mobi Siena Uno 1.0 8v Evo 2017 2018 0,50mm",N/D,N/D,190.42,1,MLB4392364899,Bronzina Mancal Para Siena Strada Uno Fire Evo,BCFI10/050,Takao,59.96,82.86,produto,MATCH_PROVAVEL,sku_ausente_ml; palavras_extras_ml,SEM_MATCH_SECONDS
MLB3239537321,Coxim Motor Limit Torção S/ Suporte Ka 1.0 2018 Em Diante,Sampel,2806,190.04,1,MLB3239530057,Coxim Motor Limit Torção Ecosport Aut. 1.6 2.0 2013 A 2017,2801,Sampel,186.92,84.47,sku,MATCH_PROVAVEL,sku_divergente; palavras_extras_ml,SEM_MATCH_SECONDS
MLB4345233837,Bronzina Mancal Fiat Palio Idea Punto 1.6 16v E-torq,N/D,N/D,184.3,1,MLB4345246851,Bronzina Mancal Fiat Palio Idea Punto 1.6 16v E-torq,BCFI18B/050,Takao,88.97,100.0,produto,MATCH_AUTOMATICO,sku_ausente_ml; nomenclatura_invertida,SEM_MATCH_SECONDS
MLB6143560238,Junta Carter Com Defletor Monza Kadett Ipanema 1.8 2.0 8v,N/D,N/D,176.64,1,MLB3824764771,Junta Carter Borracha Monza Kadett Ipanema Astra 1.8 2.0 8v,121907BN,Bastos Juntas,16.07,88.89,produto,MATCH_PROVAVEL,sku_ausente_ml,SEM_MATCH_SECONDS
MLB5558334734,Kit Junta Homocinetica Siena Etorq 1.6 16v 2011 2012,N/D,N/D,172.46,1,MLB6365731480,Kit Junta Homocinética Sandero 1.0 16v 2012 2013 2014 2015,KJH0607,Perfect,4999.5,84.34,produto,MATCH_PROVAVEL,sku_ausente_ml; palavras_extras_ml,SEM_MATCH_SECONDS
MLB6143744086,Junta Superior Cabeçote Fiesta Ecosport Zetec 1.0 8v 99/..,N/D,N/D,160.81,1,MLB6138173604,Junta Superior Cabeçote Ecosport Fiesta Zetec 1.6 8v 99/..,131247PK,Bastos Juntas,99.9,100.0,produto,MATCH_AUTOMATICO,sku_ausente_ml; nomenclatura_invertida,SEM_MATCH_SECONDS
MLB6223223614,Junta Tampa De Valvula S10/blazer/ranger/sprinter 2.5 Maxion,N/D,N/D,158.25,3,MLB6222952942,Kit Junta Tampa Valvula Ranger Transit 2.2 20v Diesel,1317832BN,Bastos Juntas,36.79,81.25,produto,MATCH_PROVAVEL,sku_ausente_ml; palavras_extras_ml,SEM_MATCH_SECONDS
MLB4463925533,Junta Tampa Valvula Livina Sentra Tiida Xtrail 1.8 2.0,N/D,N/D,151.29,3,MLB6223235290,Kit Junta Tampa Valvula Palio Fire 1.0 1.3 16v,1417532PK,Bastos Juntas,22.0,80.7,produto,MATCH_PROVAVEL,sku_ausente_ml; palavras_extras_ml,SEM_MATCH_SECONDS
MLB6132380414,"Bronzina Biela E Mancal Premio Elba Uno 1.5 Fiasa 1994 1995 0,25mm",N/D,N/D,148.61,1,MLB6132483514,"Bronzina Biela E Mancal Premio Elba Uno 1.5 Fiasa 1994 1995 0,50mm",BCFI10A/050 - BBFI10/050,Takao,68.92,98.28,produto,MATCH_AUTOMATICO,sku_ausente_ml,SEM_MATCH_SECONDS
MLB5016459740,Junta Carter Cortiça Uno Palio Siena Strada 1.0 1.3 8v Fire,N/D,N/D,145.79,3,MLB3841104443,Jg Junta Motor C/ Ret Uno Palio Siena Fire 1.0 1.3 8v 99/...,141049PKR,Bastos Juntas,79.95,89.23,produto,MATCH_PROVAVEL,sku_ausente_ml; palavras_extras_ml,SEM_MATCH_SECONDS
MLB6224116250,Junta Cabeçote Aço Inox Sob Medida 0.70mm March Versa 14/21,N/D,N/D,144.47,1,MLB6224464240,Junta Cabeçote Aço Inox Sob Medida 0.78mm March Versa 14/21,15156006ML1,Bastos Juntas,130.39,98.25,produto,MATCH_AUTOMATICO,sku_ausente_ml,SEM_MATCH_SECONDS
MLB5298200806,"Jogo Bronzina Mancal 0,50 Uno Punto Mobi 1.0 1.3 1.4 01/24",N/D,N/D,138.5,1,MLB5298200808,Jogo Bronzina Mancal Std Uno Punto Mobi 1.0 1.3 1.4 01/24,BCFI10B/STD,Takao,62.89,100.0,produto,MATCH_AUTOMATICO,sku_ausente_ml,SEM_MATCH_SECONDS
MLB6203198106,"Bronzina Biela Fiat Toro At6, Punto, Palio 1.6/1.8 16v 0.75",N/D,N/D,136.48,1,MLB4345252771,Jg Bronzina Biela Std Para Fiat E-torq 1.8 16v Doblo Palio,BBFI18B/050,Takao,40.65,84.06,produto,MATCH_PROVAVEL,sku_ausente_ml; palavras_extras_ml,SEM_MATCH_SECONDS
MLB4063268593,Kit 3 Aditivo 100 Ml Otimizador Combustivel Flex 4x1 Fq4,N/D,N/D,136.0,2,MLB5389715468,Filtro De Combustível Aditivo Gasolina Etanol Flex 1l Fq4,FQ4-FLEX-1L,FQ4,112.5,73.02,produto,MATCH_DUVIDOSO,sku_ausente_ml; palavras_extras_ml,SEM_MATCH_SECONDS
MLB6264289808,Valvula Admissão 206 1.4 8v 2004 2005 2006 2007 2008 2009,N/D,N/D,133.98,1,MLB5441214568,Pastilha Freio Dianteira 320i 2005 2006 2007 2008 2009,OCDA0401,OriginALLparts,136.65,93.1,produto,MATCH_AUTOMATICO,sku_ausente_ml; palavras_extras_ml,SEM_MATCH_SECONDS
MLB3871350297,Junta Cobeçote Aço Inox 0.25mm Hb20 Picanto 1.0 12v 11/22,N/D,N/D,129.78,1,MLB5298252496,Jogo Aneis Motor Std Hb20 Picanto 1.0 12v 10/24,ASK10A/STD,Takao,114.06,82.35,produto,MATCH_PROVAVEL,sku_ausente_ml; palavras_extras_ml,SEM_MATCH_SECONDS
MLB6239553452,Filtro Oleo K&n Kn-145 Yamaha Xt660 E Xt660r Mt-03 Tdm Todas,N/D,N/D,119.99,1,MLB6239993110,Filtro Oleo K&n - Yamaha Xtz250 Xtz 250 Lander / 2023 2024,KN-140,K&N,52.59,69.39,produto,MATCH_DUVIDOSO,sku_ausente_ml; palavras_extras_ml,SEM_MATCH_SECONDS
MLB4461826977,Junta Cabeçote Chery Qq 1.0 12v 14/19,N/D,N/D,116.46,1,MLB6224267560,Junta Cabeçote Onix 1.0 12v L3,1215173PK,Bastos,57.25,81.82,produto,MATCH_PROVAVEL,sku_ausente_ml; palavras_extras_ml,SEM_MATCH_SECONDS
MLB6239266218,Filtro Oleo K&n Kn-112 Kawasaki D-tracker 250x,N/D,N/D,115.98,1,MLB6239364206,Filtro De Óleo K&n Kn-401 Compatível Com Ninja 250 | Zx11,KN-401,K&N,55.75,69.23,produto,MATCH_DUVIDOSO,sku_ausente_ml; palavras_extras_ml,SEM_MATCH_SECONDS
MLB6223134758,Kit Junta Da Tampa Valvula Pajero L200 H100 2.3 2.4 2.5,N/D,N/D,115.26,3,MLB6223276496,Kit Junta Tampa Valvula Pajero L200 H100 2.3 2.4 2.5,1517115SL,Bastos Juntas,26.63,100.0,produto,MATCH_AUTOMATICO,sku_ausente_ml; nomenclatura_invertida,SEM_MATCH_SECONDS
MLB6224202646,Junta Carter Alma Aço Borracha Gol Saveiro 1.6 1.8 2.0 8v,N/D,N/D,113.52,2,MLB5322376938,Junta Carter Borracha Corcel Escort Gol 1.0 1.6 8v 79/96,1319021BN,Bastos Juntas,3.48,76.71,produto,MATCH_PROVAVEL,sku_ausente_ml; palavras_extras_ml,SEM_MATCH_SECONDS
MLB3985663683,Jogo Bronz Biela Std 147 Uno Fiorino Palio 1.0 1.3 1.5 84/00,N/D,N/D,113.18,2,MLB3985701549,"Jogo Bron Biela 0,25 147 Uno Fiorino Palio 1.0 1.3 1.5 84/00",BBFI10/025,Takao,25.25,95.0,produto,MATCH_AUTOMATICO,sku_ausente_ml,SEM_MATCH_SECONDS
MLB4347505697,Jogo Bronzina De Biela Fiat Fiorino 1.0 1.3 1.5 8v Fiasa,N/D,N/D,112.58,2,MLB6011028682,Jogo Bronzina De Biela Fiat Fiorino 1.0 1.3 1.5 8v Fiasa,BBFI10/100,Takao,25.25,100.0,produto,MATCH_AUTOMATICO,sku_ausente_ml; nomenclatura_invertida,SEM_MATCH_SECONDS
MLB5389649444,"Kit C/6 Aditivo Otimizad Combustivel Moto 40ml Fq4, Economia",N/D,N/D,110.33,1,MLB6138124014,Aditivo Fq4 Filtro Químico De Combustível + Economia Moto,FQ4MOTO40ML,FQ4,8.75,84.09,produto,MATCH_PROVAVEL,sku_ausente_ml,SEM_MATCH_SECONDS
MLB6224411968,Junta Cabeçote Ecosport Ka Ka+ Dragon 1.5 12v 17/21,N/D,N/D,108.65,1,MLB6224267560,Junta Cabeçote Onix 1.0 12v L3,1215173PK,Bastos,57.25,81.82,produto,MATCH_PROVAVEL,sku_ausente_ml; palavras_extras_ml,SEM_MATCH_SECONDS
MLB4460589481,Junta Tampa Válvulas Pajero Triton L200 3.2 16v Completa,N/D,N/D,101.05,1,MLB4460757757,Kit Junta Silicone Tampa Valvula Pajero L200 3.2 16v,15171962SL,Bastos Juntas,67.78,89.66,produto,MATCH_PROVAVEL,sku_ausente_ml,SEM_MATCH_SECONDS
MLB4460721129,Kit Junta Da Tampa De Valvula Borr Pregio K2500 Bongo Mtr,N/D,N/D,100.55,1,MLB4460486513,Jg Junta Tampa Valvula Hr 13 Bongo 13,151756052BN,Bastos Juntas,60.42,89.29,produto,MATCH_PROVAVEL,sku_ausente_ml; palavras_extras_ml,SEM_MATCH_SECONDS
MLB5298150206,"Jogo Bronzina Biela 0,75 206 Twingo Clio 1.0 8v 16v 99/18",N/D,N/D,98.09,1,MLB5298355500,Jogo Bronzina Biela Std 206 Twingo Clio 1.0 8v 16v 99/18,BBRE11/STD,Takao,43.82,100.0,produto,MATCH_AUTOMATICO,sku_ausente_ml,SEM_MATCH_SECONDS
MLB5457247288,Jogo De Pastilhas De Freio Diant Hb20 Hb20s 1.6 Desde 2012,N/D,N/D,97.82,1,MLB4104165671,Jogo Pastilhas Freio Dianteiras Com Abs Sonic 2012 A 2014,ECO1516,Ecopads,38.91,69.44,produto,MATCH_DUVIDOSO,sku_ausente_ml; palavras_extras_ml,SEM_MATCH_SECONDS
MLB6143534294,Junta Cabeçote Ecosport Focus Ranger Mondeo 2.0 Duratec 16v,N/D,N/D,97.39,1,MLB4502504953,Jg Junta Sup Motor C/ret   Cabecote Ranger Fusion 2.5 16v,131282MLR,Bastos Juntas,253.1,76.92,produto,MATCH_PROVAVEL,sku_ausente_ml; palavras_extras_ml,SEM_MATCH_SECONDS
MLB5298149580,Jogo(4un) Valvula Adm Palio Punto Doblo Siena 1.4 8v 04/20,N/D,N/D,97.17,1,MLB5298238436,Jg(4un) Valvula Esc Palio Mobi Punto Siena 1.0 1.4 8v 04/20,VESFI10D,Takao,71.36,89.41,produto,MATCH_PROVAVEL,sku_ausente_ml,SEM_MATCH_SECONDS
MLB4461674023,Junta Tampa Val Aluminio 500 Uno Palio Siena 1.0 1.4 09/24,N/D,N/D,96.01,4,MLB5456857930,Pastilha Freio Dianteira Palio Siena Fire 1.0 1.4 96 A 09,ECO1063,Ecopads,22.32,77.78,produto,MATCH_PROVAVEL,sku_ausente_ml; palavras_extras_ml,SEM_MATCH_SECONDS
MLB6143847964,Junta Carter Borracha Sandero Clio Logan Megane 1.6 8v,N/D,N/D,91.82,1,MLB2862046211,Pastilha De Freio Dianteira  Clio 1.0/1.6  Megane 1.6/2.0,S1343,SYL,33.12,100.0,produto,MATCH_AUTOMATICO,sku_ausente_ml; palavras_extras_ml,SEM_MATCH_SECONDS
MLB6222989084,Junta Tampa Valvula Palio Siena Brava 1.6 16v 95/00,N/D,N/D,91.42,2,MLB6223235290,Kit Junta Tampa Valvula Palio Fire 1.0 1.3 16v,1417532PK,Bastos Juntas,22.0,92.06,produto,MATCH_AUTOMATICO,sku_ausente_ml; palavras_extras_ml,SEM_MATCH_SECONDS
MLB5298265164,Jogo Bronzina Biela Std Mobi Siena Palio Uno 1.0 8v 01/24,N/D,N/D,82.99,1,MLB3985686829,"Jogo Bronzina Biela 0,50 Palio Uno Mobi 1.0 8v 16v 01/24",BBFI10A/050,Takao,36.38,92.68,produto,MATCH_AUTOMATICO,sku_ausente_ml,SEM_MATCH_SECONDS
MLB4460682387,Junta Silicone Tampa Válvula Bongo K2500 2.5 8v Turbo,N/D,N/D,79.23,1,MLB4460486513,Jg Junta Tampa Valvula Hr 13 Bongo 13,151756052BN,Bastos Juntas,60.42,89.29,produto,MATCH_PROVAVEL,sku_ausente_ml; palavras_extras_ml,SEM_MATCH_SECONDS
MLB5298380592,"Jogo Bronzina Biela 0,25 Uno Tipo Siena 1.5 1.6 1.9 85/11",N/D,N/D,63.66,1,MLB5298187752,Jogo Bronzina Biela Std Uno Tipo Siena 1.5 1.6 1.9 85/11,BBFI16/STD,Takao,30.62,100.0,produto,MATCH_AUTOMATICO,sku_ausente_ml,SEM_MATCH_SECONDS
MLB6143549148,Junta Cabeçote Vw Virtus Polo Nivos Up Tsi 1.0 12v Fibra,N/D,N/D,62.66,1,MLB6224267560,Junta Cabeçote Onix 1.0 12v L3,1215173PK,Bastos,57.25,81.82,produto,MATCH_PROVAVEL,sku_ausente_ml; palavras_extras_ml,SEM_MATCH_SECONDS
MLB3871425593,Junta Cabeçote Aço Inox 0.75mm C3 Argo 208 1.0 6v 16/24,N/D,N/D,50.96,1,MLB4461749557,Junta Cabeçote Aço Inox 0.75mm C3 208 1.2 12v 16/21,15159605ML,Bastos Juntas,64.91,91.57,produto,MATCH_AUTOMATICO,sku_ausente_ml; palavras_extras_ml,SEM_MATCH_SECONDS
MLB4104239645,Pastilha De Freio Dianteira - Fiesta Ka 2009 2010 2011 2012,N/D,N/D,45.58,1,MLB4084564081,Par Discos Freio Dianteiro Fiesta Rocam 2010 2011 2012 2013,D41B,MDS,121.63,84.0,produto,MATCH_PROVAVEL,sku_ausente_ml; palavras_extras_seconds,SEM_MATCH_SECONDS
MLB6222513854,Junta Da Tampa De Valvula Vw Fusca 1300 1500 1600 Todos,N/D,N/D,41.1,1,MLB4460822885,Junta Da Tampa Valvulas Fiat Ducato 2.8 Aspirado,151742BN,Bastos Juntas,13.79,80.0,produto,MATCH_PROVAVEL,sku_ausente_ml; palavras_extras_ml,SEM_MATCH_SECONDS
MLB6223070680,Junta Tampa Válvulas Toyota Corolla 1.8 16v 2003 /...,N/D,N/D,38.93,1,MLB4612700151,Kit Junta Tampa Válvulas Toyota Corolla 1.8 2.0 16v,15171542BN,Bastos Juntas,44.72,100.0,produto,MATCH_AUTOMATICO,sku_ausente_ml,SEM_MATCH_SECONDS
MLB4241321741,Arruela De Encosto Std Clio Logan Sandero Duster 1.6 8 16v,N/D,N/D,38.05,1,MLB2858868464,Pastilha De Freio Dianteira Novo Logan Sandero Stepway,S2343,SYL,59.58,80.95,produto,MATCH_PROVAVEL,sku_ausente_ml; palavras_extras_ml,SEM_MATCH_SECONDS
