campaign_id,campaign_name,impressions,clicks,cost,cpc,ctr,revenue,orders,units,acos,roas,conversion_rate,date_from,date_to,periodo_inicio,periodo_fim,data_ref
355311755,Campanha Yiming,9438,18,10.51,0.58,0.19,318.39,,1,3.3,30.29,5.56,2026-05-09 00:00:00-03:00,2026-05-09 00:00:00-03:00,2026-05-09 00:00:00-03:00,2026-05-09 00:00:00-03:00,2026-05-09 00:00:00-03:00
355395249,Campanha Indisa,24716,49,35.88,0.73,0.2,0.0,,0,0.0,0.0,0.0,2026-05-09 00:00:00-03:00,2026-05-09 00:00:00-03:00,2026-05-09 00:00:00-03:00,2026-05-09 00:00:00-03:00,2026-05-09 00:00:00-03:00
355714163,Campanha FW,3871,9,16.12,1.79,0.23,0.0,,0,0.0,0.0,0.0,2026-05-09 00:00:00-03:00,2026-05-09 00:00:00-03:00,2026-05-09 00:00:00-03:00,2026-05-09 00:00:00-03:00,2026-05-09 00:00:00-03:00
356119342,Campanha Green Parts,6264,5,4.63,0.93,0.08,0.0,,0,0.0,0.0,0.0,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00
356637677,Campanha Multiqualita,165,0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00
353342072,Campanha OriginALLparts,25050,47,30.02,0.64,0.19,429.12,,2,7.0,14.29,4.26,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00
356393911,Campanha Triade,37776,38,42.82,1.13,0.1,0.0,,0,0.0,0.0,0.0,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00
352813615,Campanha Bastos,41693,175,36.24,0.21,0.42,916.14,,9,3.96,25.28,5.14,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00
353749496,Campanha Igasa Carter,1268,0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00
352823015,Campanha Brucke,54047,102,57.41,0.56,0.19,0.0,,0,0.0,0.0,0.0,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00
352823053,Campanha FQ4,0,0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00
357735719,Campanha ISAPA Curva A,0,0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00
352827226,Campanha Takao,31777,79,22.94,0.29,0.25,356.79,,2,6.43,15.55,2.53,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00
356931219,Campanha Distribuidores Nacio,0,0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00
355261248,Campanha Takao Curva A,39993,121,121.45,1.0,0.3,415.93,,2,29.2,3.42,1.65,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00
357712860,Campanha Originall Curva A,0,0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00
357728122,Campanha Green Parts Curva A,0,0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00
356894911,Campanha Produtos Parados,38,0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00
357207283,Campanha Mann,92,0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00
355810176,Campanha ISAPA,10564,17,15.13,0.89,0.16,0.0,,0,0.0,0.0,0.0,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00
353128923,Campanha Eibach,529,0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00
355704938,Campanha Ecoflex,21788,22,5.44,0.25,0.1,0.0,,0,0.0,0.0,0.0,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00
353332506,Campanha MDS FREIOS,9175,21,5.25,0.25,0.23,509.7,,1,1.03,97.09,4.76,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00
353870011,Campanha PERFECT,153,0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00
355891771,Campanha Starke,2757,3,1.14,0.38,0.11,395.25,,1,0.29,346.71,33.33,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00
357695479,Campanha Bastos Curva A,0,0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00
355311755,Campanha Yiming,7545,10,9.7,0.97,0.13,0.0,,0,0.0,0.0,0.0,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00
355395249,Campanha Indisa,18715,38,20.03,0.53,0.2,0.0,,0,0.0,0.0,0.0,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00
355714163,Campanha FW,4793,8,4.9,0.61,0.17,0.0,,0,0.0,0.0,0.0,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00,2026-05-10 00:00:00-03:00
356119342,Campanha Green Parts,15444,18,22.82,1.27,0.12,192.26,,1,11.87,8.43,5.56,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00
356637677,Campanha Multiqualita,529,3,14.98,4.99,0.57,0.0,,0,0.0,0.0,0.0,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00
353342072,Campanha OriginALLparts,86331,122,126.0,1.03,0.14,1293.35,,4,9.74,10.26,3.28,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00
356393911,Campanha Triade,47073,39,77.0,1.97,0.08,678.62,,1,11.35,8.81,2.56,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00
352813615,Campanha Bastos,109297,328,64.55,0.2,0.3,784.92,,11,8.22,12.16,3.35,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00
353749496,Campanha Igasa Carter,3536,0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00
352823015,Campanha Brucke,77955,146,99.07,0.68,0.19,1577.36,,3,6.28,15.92,2.05,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00
352823053,Campanha FQ4,0,0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00
357735719,Campanha ISAPA Curva A,0,0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00
352827226,Campanha Takao,93855,208,66.6,0.32,0.22,161.18,,1,41.32,2.42,0.48,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00
356931219,Campanha Distribuidores Nacio,2,0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00
355261248,Campanha Takao Curva A,104057,309,311.73,1.01,0.3,888.25,,4,35.09,2.85,1.29,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00
357712860,Campanha Originall Curva A,0,0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00
357728122,Campanha Green Parts Curva A,0,0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00
356894911,Campanha Produtos Parados,91,0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00
357207283,Campanha Mann,453,0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00
355810176,Campanha ISAPA,33962,49,75.71,1.55,0.14,344.86,,2,21.95,4.56,4.08,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00
353128923,Campanha Eibach,1178,1,2.64,2.64,0.08,0.0,,0,0.0,0.0,0.0,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00
355704938,Campanha Ecoflex,29932,35,7.37,0.21,0.12,0.0,,0,0.0,0.0,0.0,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00
353332506,Campanha MDS FREIOS,32490,41,23.13,0.56,0.13,0.0,,0,0.0,0.0,0.0,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00
353870011,Campanha PERFECT,640,1,0.06,0.06,0.16,0.0,,0,0.0,0.0,0.0,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00
355891771,Campanha Starke,11188,23,54.67,2.38,0.21,395.25,,1,13.83,7.23,4.35,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00
357695479,Campanha Bastos Curva A,0,0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00
355311755,Campanha Yiming,20608,25,23.56,0.94,0.12,0.0,,0,0.0,0.0,0.0,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00
355395249,Campanha Indisa,52247,96,63.05,0.66,0.18,0.0,,0,0.0,0.0,0.0,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00
355714163,Campanha FW,8127,9,8.41,0.93,0.11,0.0,,0,0.0,0.0,0.0,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00,2026-05-11 00:00:00-03:00
356119342,Campanha Green Parts,15032,19,18.72,0.99,0.13,0.0,,0,0.0,0.0,0.0,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00
356637677,Campanha Multiqualita,579,3,0.31,0.1,0.52,0.0,,0,0.0,0.0,0.0,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00
353342072,Campanha OriginALLparts,74841,104,127.49,1.23,0.14,807.06,,4,15.8,6.33,3.85,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00
356393911,Campanha Triade,57902,44,60.0,1.36,0.08,1458.41,,2,4.11,24.31,4.55,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00
352813615,Campanha Bastos,112701,398,88.47,0.22,0.35,2170.11,,18,4.08,24.53,4.52,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00
353749496,Campanha Igasa Carter,3762,4,1.65,0.41,0.11,0.0,,0,0.0,0.0,0.0,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00
352823015,Campanha Brucke,72892,134,60.8,0.45,0.18,1976.68,,3,3.08,32.51,2.24,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00
352823053,Campanha FQ4,0,0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00
357735719,Campanha ISAPA Curva A,0,0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00
352827226,Campanha Takao,80240,207,46.61,0.23,0.26,947.39,,5,4.92,20.33,2.42,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00
356931219,Campanha Distribuidores Nacio,3,0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00
355261248,Campanha Takao Curva A,107086,232,244.39,1.05,0.22,259.38,,1,94.22,1.06,0.43,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00
357712860,Campanha Originall Curva A,0,0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00
357728122,Campanha Green Parts Curva A,0,0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00
356894911,Campanha Produtos Parados,185,0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00
357207283,Campanha Mann,614,2,3.65,1.83,0.33,0.0,,0,0.0,0.0,0.0,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00
355810176,Campanha ISAPA,29060,51,69.24,1.36,0.18,560.23,,4,12.36,8.09,7.84,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00
353128923,Campanha Eibach,1261,1,0.33,0.33,0.08,0.0,,0,0.0,0.0,0.0,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00
355704938,Campanha Ecoflex,27646,37,8.21,0.22,0.13,0.0,,0,0.0,0.0,0.0,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00
353332506,Campanha MDS FREIOS,25810,42,15.51,0.37,0.16,0.0,,0,0.0,0.0,0.0,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00
353870011,Campanha PERFECT,872,1,0.15,0.15,0.11,0.0,,0,0.0,0.0,0.0,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00
355891771,Campanha Starke,12492,26,46.76,1.8,0.21,0.0,,0,0.0,0.0,0.0,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00
357695479,Campanha Bastos Curva A,0,0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00
355311755,Campanha Yiming,18170,34,36.13,1.06,0.19,0.0,,0,0.0,0.0,0.0,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00
355395249,Campanha Indisa,48180,88,70.73,0.8,0.18,211.3,,1,33.47,2.99,1.14,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00
355714163,Campanha FW,9757,15,33.77,2.25,0.15,0.0,,0,0.0,0.0,0.0,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00,2026-05-12 00:00:00-03:00
356119342,Campanha Green Parts,16548,31,75.78,2.44,0.19,0.0,,0,0.0,0.0,0.0,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00
356637677,Campanha Multiqualita,556,5,4.89,0.98,0.9,0.0,,0,0.0,0.0,0.0,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00
353342072,Campanha OriginALLparts,65691,121,129.49,1.07,0.18,689.17,,3,18.79,5.32,2.48,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00
356393911,Campanha Triade,69979,54,60.0,1.11,0.08,678.62,,1,8.84,11.31,1.85,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00
352813615,Campanha Bastos,129604,316,67.77,0.21,0.24,944.19,,11,7.18,13.93,3.48,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00
353749496,Campanha Igasa Carter,3349,4,1.32,0.33,0.12,0.0,,0,0.0,0.0,0.0,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00
352823015,Campanha Brucke,75130,145,72.49,0.5,0.19,0.0,,0,0.0,0.0,0.0,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00
352823053,Campanha FQ4,0,0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00
357735719,Campanha ISAPA Curva A,0,0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00
352827226,Campanha Takao,89337,211,71.72,0.34,0.24,394.62,,3,18.17,5.5,1.42,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00
356931219,Campanha Distribuidores Nacio,11,0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00
355261248,Campanha Takao Curva A,101197,223,235.39,1.06,0.22,1790.63,,4,13.15,7.61,1.79,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00
357712860,Campanha Originall Curva A,0,0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00
357728122,Campanha Green Parts Curva A,0,0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00
356894911,Campanha Produtos Parados,186,0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00
357207283,Campanha Mann,944,1,0.73,0.73,0.11,0.0,,0,0.0,0.0,0.0,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00
355810176,Campanha ISAPA,25731,34,54.42,1.6,0.13,0.0,,0,0.0,0.0,0.0,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00
353128923,Campanha Eibach,1325,4,10.2,2.55,0.3,0.0,,0,0.0,0.0,0.0,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00
355704938,Campanha Ecoflex,28019,34,7.61,0.22,0.12,156.43,,1,4.86,20.56,2.94,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00
353332506,Campanha MDS FREIOS,23075,30,11.07,0.37,0.13,0.0,,0,0.0,0.0,0.0,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00
353870011,Campanha PERFECT,946,3,0.37,0.12,0.32,0.0,,0,0.0,0.0,0.0,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00,2026-05-13 00:00:00-03:00
