order_id,date_created,item_id,sku,produto,marca,categoria,quantity,unit_price,receita,cmv_total,frete_total,imposto_total,custo_fixo_total,comissao_total,lucro_liquido_estimado,margem_liquida_estimada,parametro_confiavel,status_parametro,full,flex,link_anuncio,status_pedido,listing_type_id,shipping_status,shipping_substatus,shipping_mode,logistic_type,shipping_option_name,shipping_option_cost,shipping_option_list_cost,receiver_cost,sender_cost,sale_fee,comissao_ml,cmv_unitario_seconds,comissao_unitaria_seconds,frete_unitario_seconds,imposto_unitario_seconds,custo_fixo_unitario_seconds,lucro_liquido_unitario_seconds,margem_seconds,match_seconds,financial_source,SKU,Marca,Nome da Categoria,FULL,Flex,Status,LinkAnuncio,CMV total,CMV unitario,CMV unit�rio,CMV unitÃƒÂ¡rio,custo_frete,custo_frete_final,imposto,custo_fixo,lucro_bruto,lucro_operacional,margem_bruta,margem_operacional,Lucro Bruto,Lucro Liquido Seconds,Margem Seconds,margem calculada,cmv_seconds,frete_seconds,imposto_seconds,custo_fixo_seconds,lucro_liquido_seconds,faturamento_seconds,estoque_atual,sold_quantity,vendidos_total,match_ml,match_type,match_score,match_confidence,matched_item_seconds
2000015489487980,2026-03-10 22:08:18+00:00,MLB4096929503,OCTA0541,Pastilha Freio Traseira Dodge Ram 2500/3500 2020 2021 2022,OriginALLparts,Pastilhas de Freios,1.0,333.64,333.64,189.37,26.25,75.47,17.97,39.53,-14.950000000000017,-4.4808775926147995,True,parametro_seconds_confiavel,SIM,NAO,https://produto.mercadolivre.com.br/MLB-4096929503-pastilha-freio-traseira-dodge-ram-25003500-2020-2021-2022-_JM,paid,gold_pro,delivered,,me2,fulfillment,Prioritario,0.0,26.25,0.0,0.0,56.72,39.53,189.37,39.53,26.25,75.47,17.97,10.78,2.9997773820124665,True,ml_orders_seconds_params,OCTA0541,OriginALLparts,Pastilhas de Freios,SIM,NAO,ACTIVE,https://produto.mercadolivre.com.br/MLB-4096929503-pastilha-freio-traseira-dodge-ram-25003500-2020-2021-2022-_JM,189.37,189.37,189.37,189.37,26.25,26.25,75.47,17.97,104.73999999999998,78.48999999999998,31.39311833113535,23.525356671861882,104.73999999999998,-14.950000000000017,-4.4808775926147995,-4.4808775926147995,189.37,26.25,75.47,17.97,-14.950000000000017,0.0,0.0,0.0,0.0,True,EXACT,100.0,ALTA,MLB4096929503
2000015489448840,2026-03-10 22:04:12+00:00,MLB5016361014,1110103PK,Jogo Junta Motor Sem Retentor Fox Gol Voyage 1.0 8v Ea111,Bastos Juntas,Juntas de Motor,1.0,118.75,118.75,54.89,20.75,18.02,5.63,13.52,5.940000000000004,5.002105263157898,True,parametro_seconds_confiavel,SIM,NAO,https://produto.mercadolivre.com.br/MLB-5016361014-jogo-junta-motor-sem-retentor-fox-gol-voyage-10-8v-ea111-_JM,paid,gold_pro,delivered,,me2,fulfillment,Prioritario,0.0,16.15,0.0,0.0,20.19,13.52,54.89,13.52,20.75,18.02,5.63,-0.16,-0.1420328450954283,True,ml_orders_seconds_params,1110103PK,Bastos Juntas,Juntas de Motor,SIM,NAO,ACTIVE,https://produto.mercadolivre.com.br/MLB-5016361014-jogo-junta-motor-sem-retentor-fox-gol-voyage-10-8v-ea111-_JM,54.89,54.89,54.89,54.89,20.75,20.75,18.02,5.63,50.34,29.590000000000003,42.39157894736842,24.917894736842108,50.34,5.940000000000004,5.002105263157898,5.002105263157898,54.89,20.75,18.02,5.63,5.940000000000004,0.0,0.0,0.0,0.0,True,EXACT,100.0,ALTA,MLB5016361014
2000015489392468,2026-03-10 22:00:46+00:00,MLB3841139441,141033PK,Jogo Junta Motor  Palio Siena Brava 1.6 16v  Fiasa 95/03,Bastos Juntas,Juntas de Motor,1.0,216.37,216.37,65.84,20.75,19.75,6.17,14.81,89.05,41.1563525442529,True,parametro_seconds_confiavel,SIM,NAO,https://produto.mercadolivre.com.br/MLB-5016934338-jogo-junta-motor-palio-siena-brava-16-16v-fiasa-9503-_JM,paid,gold_pro,delivered,,me2,fulfillment,Prioritario,0.0,23.65,0.0,0.0,30.09,14.81,65.84,14.81,20.75,19.75,6.17,-3.890000000000001,-3.1515838937049345,True,ml_orders_seconds_params,141033PK,Bastos Juntas,Juntas de Motor,SIM,NAO,ACTIVE,https://produto.mercadolivre.com.br/MLB-5016934338-jogo-junta-motor-palio-siena-brava-16-16v-fiasa-9503-_JM,65.84,65.84,65.84,65.84,20.75,20.75,19.75,6.17,135.72,114.97,62.72588621343069,53.13583213939086,135.72,89.05,41.1563525442529,41.1563525442529,65.84,20.75,19.75,6.17,89.05,0.0,0.0,0.0,0.0,True,FUZZY_AUTO,86.36,MEDIA,MLB5016934338
2000015489393108,2026-03-10 22:01:02+00:00,MLB4327469721,BBD16035,Bomba D'agua Argo Cronos Toro Renegade 2015 A 2019 1.8 Flex,Yiming Parts,Bombas de Água,1.0,436.34,436.34,265.95,28.35,93.27,22.21,61.4,-34.84000000000001,-7.984599165788149,True,parametro_seconds_confiavel,SIM,NAO,https://produto.mercadolivre.com.br/MLB-4327469721-bomba-dagua-argo-cronos-toro-renegade-2015-a-2019-18-flex-_JM,paid,gold_pro,delivered,,me2,fulfillment,Prioritario,0.0,28.35,0.0,0.0,74.18,61.4,265.95,61.4,28.35,93.27,22.21,-27.02,-6.083393371757925,True,ml_orders_seconds_params,BBD16035,Yiming Parts,Bombas de Água,SIM,NAO,ACTIVE,https://produto.mercadolivre.com.br/MLB-4327469721-bomba-dagua-argo-cronos-toro-renegade-2015-a-2019-18-flex-_JM,265.95,265.95,265.95,265.95,28.35,28.35,93.27,22.21,108.98999999999998,80.63999999999999,24.97822798734931,18.48100105422377,108.98999999999998,-34.84000000000001,-7.984599165788149,-7.984599165788149,265.95,28.35,93.27,22.21,-34.84000000000001,0.0,0.0,0.0,0.0,True,EXACT,100.0,ALTA,MLB4327469721
2000015489322688,2026-03-10 21:56:13+00:00,MLB5016470492,111525PK,Junta Cabeçote  Fox Gol G5 1.0 8v Parati Polo 1.0 16v,Bastos Juntas,Juntas de Motor,4.0,36.99,147.96,64.8,26.2,21.68,6.76,16.24,12.280000000000014,8.299540416328746,True,parametro_seconds_confiavel,SIM,NAO,https://produto.mercadolivre.com.br/MLB-5016470492-junta-cabecote-fox-gol-g5-10-8v-parati-polo-10-16v-_JM,paid,gold_pro,delivered,,me2,fulfillment,Prioritario,0.0,26.21,0.0,0.0,6.29,16.24,16.2,4.06,6.55,5.42,1.69,-0.06,-0.1771479185119575,True,ml_orders_seconds_params,111525PK,Bastos Juntas,Juntas de Motor,SIM,NAO,ACTIVE,https://produto.mercadolivre.com.br/MLB-5016470492-junta-cabecote-fox-gol-g5-10-8v-parati-polo-10-16v-_JM,64.8,16.2,16.2,16.2,26.2,26.2,21.68,6.76,66.92000000000002,40.72000000000001,45.22844011895108,27.520951608542855,66.92000000000002,12.280000000000014,8.299540416328746,8.299540416328746,64.8,26.2,21.68,6.76,12.280000000000014,0.0,0.0,0.0,0.0,True,EXACT,100.0,ALTA,MLB5016470492
2000015489046286,2026-03-10 21:38:23+00:00,MLB3862330619,141233PK,Junta Superior Cabeçote Palio Siena Brava 1.6 16v 95/00,Bastos Juntas,Juntas de Motor,1.0,124.64,124.64,56.0,19.85,18.07,5.65,13.56,11.509999999999996,9.234595635430036,True,parametro_seconds_confiavel,SIM,NAO,https://produto.mercadolivre.com.br/MLB-3862330619-junta-superior-cabecote-palio-siena-brava-16-16v-9500-_JM,paid,gold_pro,delivered,,me2,fulfillment,Prioritario,3.99,21.64,0.0,0.0,21.19,13.56,56.0,13.56,19.85,18.07,5.65,-0.17,-0.1504957507082153,True,ml_orders_seconds_params,141233PK,Bastos Juntas,Juntas de Motor,SIM,NAO,ACTIVE,https://produto.mercadolivre.com.br/MLB-3862330619-junta-superior-cabecote-palio-siena-brava-16-16v-9500-_JM,56.0,56.0,56.0,56.0,19.85,19.85,18.07,5.65,55.08,35.23,44.19127086007702,28.265404364569957,55.08,11.509999999999996,9.234595635430036,9.234595635430036,56.0,19.85,18.07,5.65,11.509999999999996,0.0,0.0,0.0,0.0,True,EXACT,100.0,ALTA,MLB3862330619
2000015488934844,2026-03-10 21:31:14+00:00,MLB4305148447,,Calha De Chuva Fumê Slim Novo Hb20 Sedan 20 A 2022 4 Portas,,,1.0,146.4,146.4,0.0,0.0,0.0,0.0,14.39,132.01,90.1707650273224,False,sem_parametro_seconds,N/D,N/D,,paid,gold_special,delivered,,me2,xd_drop_off,Normal,0.0,21.05,0.0,0.0,14.39,14.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,ml_orders_seconds_params,,,,N/D,N/D,paid,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.01,132.01,90.1707650273224,90.1707650273224,132.01,132.01,90.1707650273224,90.1707650273224,0.0,0.0,0.0,0.0,132.01,0.0,0.0,0.0,0.0,True,SEM_MATCH,68.97,BAIXA,
2000015488722050,2026-03-10 21:17:11+00:00,MLB5298329234,BBJE20D/STD,Jogo Bronzina Biela Std Toro Renagade 2.0 16v At9 Mt6 16/24,Takao,Bronzinas,1.0,256.35,256.35,142.91,23.649999999999995,56.02,13.339999999999998,32.01,-11.579999999999957,-4.517261556465752,True,parametro_seconds_confiavel,NAO,NAO,https://produto.mercadolivre.com.br/MLB-5298329234-jogo-bronzina-biela-std-toro-renagade-20-16v-at9-mt6-1624-_JM,paid,gold_pro,delivered,,me2,fulfillment,Prioritario,0.0,20.95,0.0,0.0,43.58,32.01,142.91,32.01,23.649999999999995,56.02,13.339999999999998,-1.18,-0.4423783459548623,True,ml_orders_seconds_params,BBJE20D/STD,Takao,Bronzinas,NAO,NAO,ACTIVE,https://produto.mercadolivre.com.br/MLB-5298329234-jogo-bronzina-biela-std-toro-renagade-20-16v-at9-mt6-1624-_JM,142.91,142.91,142.91,142.91,23.649999999999995,23.649999999999995,56.02,13.339999999999998,81.43000000000004,57.780000000000044,31.76516481373124,22.539496781743726,81.43000000000004,-11.579999999999957,-4.517261556465752,-4.517261556465752,142.91,23.649999999999995,56.02,13.339999999999998,-11.579999999999957,0.0,0.0,0.0,0.0,True,EXACT,100.0,ALTA,MLB5298329234
2000015488702456,2026-03-10 21:15:53+00:00,MLB3871436619,141702PV,Junta Tampa Valvula Fibra Palio Uno Fiorino 1.0 1.5 8v,Bastos Juntas,Juntas de Motor,1.0,17.37,17.37,4.29,6.55,2.58,0.8099999999999999,1.94,1.2000000000000024,6.908462867012104,True,parametro_seconds_confiavel,SIM,NAO,https://produto.mercadolivre.com.br/MLB-3871436619-junta-tampa-valvula-fibra-palio-uno-fiorino-10-15-8v-_JM,paid,gold_pro,delivered,,me2,fulfillment,Prioritario,0.0,5.65,0.0,0.0,2.95,1.94,4.29,1.94,6.55,2.58,0.8099999999999999,-0.03,-0.1858736059479554,True,ml_orders_seconds_params,141702PV,Bastos Juntas,Juntas de Motor,SIM,NAO,ACTIVE,https://produto.mercadolivre.com.br/MLB-3871436619-junta-tampa-valvula-fibra-palio-uno-fiorino-10-15-8v-_JM,4.29,4.29,4.29,4.29,6.55,6.55,2.58,0.8099999999999999,11.140000000000002,4.5900000000000025,64.13356361542891,26.424870466321256,11.140000000000002,1.2000000000000024,6.908462867012104,6.908462867012104,4.29,6.55,2.58,0.8099999999999999,1.2000000000000024,0.0,0.0,0.0,0.0,True,EXACT,100.0,ALTA,MLB3871436619
2000015488630588,2026-03-10 21:11:38+00:00,MLB5456958182,ECO1454,Partilha De Freio Strada Working 1.4 2010 Até 2019,Ecopads,Pastilhas de Freios,1.0,47.46,47.46,21.75,8.05,8.53,2.67,6.4,0.060000000000002274,0.1264222503160604,True,parametro_seconds_confiavel,NAO,NAO,https://produto.mercadolivre.com.br/MLB-5456958182-partilha-de-freio-strada-working-14-2010-ate-2019-_JM,paid,gold_pro,delivered,,me2,xd_drop_off,Normal ao endereço,0.0,6.85,0.0,0.0,8.07,6.4,21.75,6.4,8.05,8.53,2.67,5.93,11.119444965310333,True,ml_orders_seconds_params,ECO1454,Ecopads,Pastilhas de Freios,NAO,NAO,ACTIVE,https://produto.mercadolivre.com.br/MLB-5456958182-partilha-de-freio-strada-working-14-2010-ate-2019-_JM,21.75,21.75,21.75,21.75,8.05,8.05,8.53,2.67,19.310000000000002,11.260000000000002,40.68689422671724,23.725242309313106,19.310000000000002,0.060000000000002274,0.1264222503160604,0.1264222503160604,21.75,8.05,8.53,2.67,0.060000000000002274,0.0,0.0,0.0,0.0,True,EXACT,100.0,ALTA,MLB5456958182
2000015488612036,2026-03-10 21:09:38+00:00,MLB5016447116,131013PKR,Jogo Junta Motor C/ Ret Gol Parati Saveiro Ae Cht 1.6 8v,Bastos Juntas,Juntas de Motor,1.0,175.1,175.1,77.28,23.65,23.66,7.390000000000001,17.75,25.36999999999999,14.48886350656767,True,parametro_seconds_confiavel,SIM,NAO,https://produto.mercadolivre.com.br/MLB-5016447116-jogo-junta-motor-c-ret-gol-parati-saveiro-ae-cht-16-8v-_JM,paid,gold_pro,delivered,,me2,xd_drop_off,Prioritario,0.0,20.75,0.0,0.0,28.16,17.75,77.28,17.75,23.65,23.66,7.390000000000001,-1.84,-1.244167962674961,True,ml_orders_seconds_params,131013PKR,Bastos Juntas,Juntas de Motor,SIM,NAO,ACTIVE,https://produto.mercadolivre.com.br/MLB-5016447116-jogo-junta-motor-c-ret-gol-parati-saveiro-ae-cht-16-8v-_JM,77.28,77.28,77.28,77.28,23.65,23.65,23.66,7.390000000000001,80.07,56.419999999999995,45.728155339805824,32.22158766419189,80.07,25.36999999999999,14.48886350656767,14.48886350656767,77.28,23.65,23.66,7.390000000000001,25.36999999999999,0.0,0.0,0.0,0.0,True,EXACT,100.0,ALTA,MLB5016447116
2000015475071234,2026-03-10 00:28:34+00:00,MLB4460354411,1317732BN,Junta Tampa Valvula Focus Fusion Mondeo 2.0 2.3 16v Duratec,Bastos Juntas,Juntas de Motor,1.0,48.08,48.08,0.0,0.0,0.0,0.0,5.77,42.31,87.9991680532446,False,sem_parametro_seconds,NAO,NAO,https://produto.mercadolivre.com.br/MLB-6223025364-junta-tampa-valvula-focus-fusion-mondeo-20-23-16v-duratec-_JM,paid,gold_special,delivered,,me2,xd_drop_off,Normal,8.99,15.54,0.0,0.0,5.77,5.77,35.51,7.75,7.85,10.33,3.23,-0.09,0.0,True,ml_orders_seconds_params,1317732BN,Bastos Juntas,Juntas de Motor,NAO,NAO,ACTIVE,https://produto.mercadolivre.com.br/MLB-6223025364-junta-tampa-valvula-focus-fusion-mondeo-20-23-16v-duratec-_JM,0.0,35.51,35.51,35.51,0.0,0.0,0.0,0.0,42.31,42.31,87.9991680532446,87.9991680532446,42.31,42.31,87.9991680532446,87.9991680532446,0.0,0.0,0.0,0.0,42.31,0.0,0.0,0.0,0.0,True,FUZZY_AUTO,92.31,ALTA,MLB6223025364
2000015488134700,2026-03-10 20:40:09+00:00,MLB4480039093,26682,Cilindro Auxiliar Embreagem Hilux Pitbull Sw4 2005 A 2015,RoC,Atuador de Embreagem,1.0,83.91,83.91,38.17,13.25,17.13,4.08,6.49,4.789999999999994,5.7084971993802816,True,parametro_seconds_confiavel,SIM,NAO,https://produto.mercadolivre.com.br/MLB-4480039093-cilindro-auxiliar-embreagem-hilux-pitbull-sw4-2005-a-2015-_JM,paid,gold_special,delivered,,me2,fulfillment,Padrão ao endereço,0.0,13.85,0.0,0.0,7.26,6.49,38.17,6.49,13.25,17.13,4.08,2.46,3.0154449620004904,True,ml_orders_seconds_params,26682,RoC,Atuador de Embreagem,SIM,NAO,ACTIVE,https://produto.mercadolivre.com.br/MLB-4480039093-cilindro-auxiliar-embreagem-hilux-pitbull-sw4-2005-a-2015-_JM,38.17,38.17,38.17,38.17,13.25,13.25,17.13,4.08,39.24999999999999,25.999999999999993,46.776307948992965,30.985579787867945,39.24999999999999,4.789999999999994,5.7084971993802816,5.7084971993802816,38.17,13.25,17.13,4.08,4.789999999999994,0.0,0.0,0.0,0.0,True,EXACT,100.0,ALTA,MLB4480039093
2000015487874420,2026-03-10 20:22:29+00:00,MLB4424312661,73283,Cilindro Mestre Pedal Embreagem Hb20 1.0 1.6 2013 A 2022,RoC,Cilindro Mestre de Embreagem,1.0,161.21,161.21,82.71,23.65,31.91,7.6,18.23,-2.889999999999988,-1.7926927609949679,True,parametro_seconds_confiavel,SIM,NAO,https://produto.mercadolivre.com.br/MLB-4424312661-cilindro-mestre-pedal-embreagem-hb20-10-16-2013-a-2022-_JM,paid,gold_special,delivered,,me2,fulfillment,Prioritario,0.0,20.75,0.0,0.0,19.35,18.23,82.71,18.23,23.65,31.91,7.6,-12.16,-8.003159141766487,True,ml_orders_seconds_params,73283,RoC,Cilindro Mestre de Embreagem,SIM,NAO,ACTIVE,https://produto.mercadolivre.com.br/MLB-4424312661-cilindro-mestre-pedal-embreagem-hb20-10-16-2013-a-2022-_JM,82.71,82.71,82.71,82.71,23.65,23.65,31.91,7.6,60.27000000000001,36.62000000000001,37.38601823708207,22.71571242478755,60.27000000000001,-2.889999999999988,-1.7926927609949679,-1.7926927609949679,82.71,23.65,31.91,7.6,-2.889999999999988,0.0,0.0,0.0,0.0,True,EXACT,100.0,ALTA,MLB4424312661
2000015487692050,2026-03-10 20:10:03+00:00,MLB3859384913,1212136PK,Junta Superior Cabeçote Corsa Prisma Montana Ohc 1.4 06/..,Bastos Juntas,Juntas de Motor,1.0,137.63,137.63,63.28,19.85,19.81,6.19,14.86,13.639999999999993,9.910629949865578,True,parametro_seconds_confiavel,SIM,NAO,https://produto.mercadolivre.com.br/MLB-3859384913-junta-superior-cabecote-corsa-prisma-montana-ohc-14-06-_JM,paid,gold_pro,delivered,,me2,fulfillment,Retirada Prioritaria na agência,0.0,17.65,0.0,0.0,23.4,14.86,63.28,14.86,19.85,19.81,6.19,-0.18,-0.1453957996768982,True,ml_orders_seconds_params,1212136PK,Bastos Juntas,Juntas de Motor,SIM,NAO,ACTIVE,https://produto.mercadolivre.com.br/MLB-3859384913-junta-superior-cabecote-corsa-prisma-montana-ohc-14-06-_JM,63.28,63.28,63.28,63.28,19.85,19.85,19.81,6.19,59.489999999999995,39.63999999999999,43.22458766257357,28.80186005958003,59.489999999999995,13.639999999999993,9.910629949865578,9.910629949865578,63.28,19.85,19.81,6.19,13.639999999999993,0.0,0.0,0.0,0.0,True,EXACT,100.0,ALTA,MLB3859384913
2000015487433156,2026-03-10 19:53:56+00:00,MLB5016470492,111525PK,Junta Cabeçote  Fox Gol G5 1.0 8v Parati Polo 1.0 16v,Bastos Juntas,Juntas de Motor,3.0,36.99,110.97,48.599999999999994,19.65,16.259999999999998,5.07,12.18,9.210000000000008,8.299540416328744,True,parametro_seconds_confiavel,SIM,NAO,https://produto.mercadolivre.com.br/MLB-5016470492-junta-cabecote-fox-gol-g5-10-8v-parati-polo-10-16v-_JM,paid,gold_pro,delivered,,me2,fulfillment,Normal ao endereço,0.0,19.66,0.0,0.0,6.29,12.18,16.2,4.06,6.55,5.42,1.69,-0.06,-0.1771479185119575,True,ml_orders_seconds_params,111525PK,Bastos Juntas,Juntas de Motor,SIM,NAO,ACTIVE,https://produto.mercadolivre.com.br/MLB-5016470492-junta-cabecote-fox-gol-g5-10-8v-parati-polo-10-16v-_JM,48.599999999999994,16.2,16.2,16.2,19.65,19.65,16.259999999999998,5.07,50.190000000000005,30.540000000000006,45.22844011895108,27.520951608542855,50.190000000000005,9.210000000000008,8.299540416328744,8.299540416328744,48.599999999999994,19.65,16.259999999999998,5.07,9.210000000000008,0.0,0.0,0.0,0.0,True,EXACT,100.0,ALTA,MLB5016470492
2000015487371478,2026-03-10 19:52:01+00:00,MLB4424312661,73283,Cilindro Mestre Pedal Embreagem Hb20 1.0 1.6 2013 A 2022,RoC,Cilindro Mestre de Embreagem,1.0,161.21,161.21,82.71,23.65,31.91,7.6,18.23,-2.889999999999988,-1.7926927609949679,True,parametro_seconds_confiavel,SIM,NAO,https://produto.mercadolivre.com.br/MLB-4424312661-cilindro-mestre-pedal-embreagem-hb20-10-16-2013-a-2022-_JM,paid,gold_special,delivered,,me2,fulfillment,Prioritario,22.99,43.74,0.0,0.0,19.35,18.23,82.71,18.23,23.65,31.91,7.6,-12.16,-8.003159141766487,True,ml_orders_seconds_params,73283,RoC,Cilindro Mestre de Embreagem,SIM,NAO,ACTIVE,https://produto.mercadolivre.com.br/MLB-4424312661-cilindro-mestre-pedal-embreagem-hb20-10-16-2013-a-2022-_JM,82.71,82.71,82.71,82.71,23.65,23.65,31.91,7.6,60.27000000000001,36.62000000000001,37.38601823708207,22.71571242478755,60.27000000000001,-2.889999999999988,-1.7926927609949679,-1.7926927609949679,82.71,23.65,31.91,7.6,-2.889999999999988,0.0,0.0,0.0,0.0,True,EXACT,100.0,ALTA,MLB4424312661
2000015487259706,2026-03-10 19:43:31+00:00,MLB4217432433,OCTA0403,Pastilha Freio Mini Countryman (r60) Cooper All4 2012 A 2016,OriginALLparts,Pastilhas de Freios,1.0,181.69,181.69,96.66,23.65,35.78,8.52,10.15,6.929999999999996,3.8141890032472867,True,parametro_seconds_confiavel,NAO,NAO,https://produto.mercadolivre.com.br/MLB-4217432433-pastilha-freio-mini-countryman-r60-cooper-all4-2012-a-2016-_JM,cancelled,gold_pro,cancelled,,me2,xd_drop_off,Expresso,0.0,49.9,0.0,0.0,30.89,10.15,96.66,10.15,23.65,35.78,8.52,-4.39,-2.576744732053765,True,ml_orders_seconds_params,OCTA0403,OriginALLparts,Pastilhas de Freios,NAO,NAO,ACTIVE,https://produto.mercadolivre.com.br/MLB-4217432433-pastilha-freio-mini-countryman-r60-cooper-all4-2012-a-2016-_JM,96.66,96.66,96.66,96.66,23.65,23.65,35.78,8.52,74.88,51.23,41.213055203918756,28.196378446805,74.88,6.929999999999996,3.8141890032472867,3.8141890032472867,96.66,23.65,35.78,8.52,6.929999999999996,0.0,0.0,0.0,0.0,True,EXACT,100.0,ALTA,MLB4217432433
2000015487274508,2026-03-10 19:43:31+00:00,MLB5725042620,OCDA0402,Pastilha Freio Mini (r56) Cooper Sd 2011 2012 2013,OriginALLparts,Pastilhas de Freios,1.0,228.93,228.93,112.41,24.649999999999995,38.96,9.28,11.1,32.53000000000002,14.209583715546245,True,parametro_seconds_confiavel,NAO,NAO,https://produto.mercadolivre.com.br/MLB-5725042620-pastilha-freio-mini-r56-cooper-sd-2011-2012-2013-_JM,cancelled,gold_pro,cancelled,,me2,xd_drop_off,Expresso,0.0,49.9,0.0,0.0,38.92,11.1,112.41,11.1,24.649999999999995,38.96,9.28,-10.89,-5.870619946091645,True,ml_orders_seconds_params,OCDA0402,OriginALLparts,Pastilhas de Freios,NAO,NAO,ACTIVE,https://produto.mercadolivre.com.br/MLB-5725042620-pastilha-freio-mini-r56-cooper-sd-2011-2012-2013-_JM,112.41,112.41,112.41,112.41,24.649999999999995,24.649999999999995,38.96,9.28,105.42000000000002,80.77000000000002,46.04901061459836,35.28152710435506,105.42000000000002,32.53000000000002,14.209583715546245,14.209583715546245,112.41,24.649999999999995,38.96,9.28,32.53000000000002,0.0,0.0,0.0,0.0,True,EXACT,100.0,ALTA,MLB5725042620
2000015487070974,2026-03-10 19:31:40+00:00,MLB4238393431,BCHY24/025,Bronzina De Mancal 025 Sorento 2.4 16v G4ke 2011,Takao,Bronzinas,1.0,198.37,198.37,96.49,20.95,41.1,9.79,23.49,6.550000000000011,3.301910571154918,True,parametro_seconds_confiavel,NAO,NAO,https://produto.mercadolivre.com.br/MLB-4238393431-bronzina-de-mancal-025-sorento-24-16v-g4ke-2011-_JM,paid,gold_pro,delivered,,me2,xd_drop_off,Expresso,0.0,18.45,0.0,0.0,33.72,23.49,96.49,23.49,20.95,41.1,9.79,3.91,1.9976498237367808,True,ml_orders_seconds_params,BCHY24/025,Takao,Bronzinas,NAO,NAO,ACTIVE,https://produto.mercadolivre.com.br/MLB-4238393431-bronzina-de-mancal-025-sorento-24-16v-g4ke-2011-_JM,96.49,96.49,96.49,96.49,20.95,20.95,41.1,9.79,78.39000000000001,57.44000000000001,39.51706407218834,28.95599132933408,78.39000000000001,6.550000000000011,3.301910571154918,3.301910571154918,96.49,20.95,41.1,9.79,6.550000000000011,0.0,0.0,0.0,0.0,True,EXACT,100.0,ALTA,MLB4238393431
2000015487002010,2026-03-10 19:27:20+00:00,MLB5016929006,141029PK,Jogo Junta Motor Palio Uno Siena Strada Fiasa 96/04,Bastos Juntas,Juntas de Motor,1.0,127.27,127.27,60.06,20.75,16.78,5.24,12.59,11.849999999999989,9.310913805295819,True,parametro_seconds_confiavel,SIM,NAO,https://produto.mercadolivre.com.br/MLB-5016929006-jogo-junta-motor-palio-uno-siena-strada-fiasa-9604-_JM,paid,gold_pro,delivered,,me2,fulfillment,Retirada Expressa na agência,0.0,18.45,0.0,0.0,21.64,12.59,60.06,12.59,20.75,16.78,5.24,-10.54,-10.049580472921434,True,ml_orders_seconds_params,141029PK,Bastos Juntas,Juntas de Motor,SIM,NAO,ACTIVE,https://produto.mercadolivre.com.br/MLB-5016929006-jogo-junta-motor-palio-uno-siena-strada-fiasa-9604-_JM,60.06,60.06,60.06,60.06,20.75,20.75,16.78,5.24,54.61999999999999,33.86999999999999,42.91663392786988,26.612713129567055,54.61999999999999,11.849999999999989,9.310913805295819,9.310913805295819,60.06,20.75,16.78,5.24,11.849999999999989,0.0,0.0,0.0,0.0,True,EXACT,100.0,ALTA,MLB5016929006
2000015486964682,2026-03-10 19:24:34+00:00,MLB5016929006,141029PK,Jogo Junta Motor Palio Uno Siena Strada Fiasa 96/04,Bastos Juntas,Juntas de Motor,1.0,127.27,127.27,60.06,20.75,16.78,5.24,12.59,11.849999999999989,9.310913805295819,True,parametro_seconds_confiavel,SIM,NAO,https://produto.mercadolivre.com.br/MLB-5016929006-jogo-junta-motor-palio-uno-siena-strada-fiasa-9604-_JM,paid,gold_pro,delivered,,me2,fulfillment,Prioritario,0.0,18.45,0.0,0.0,21.64,12.59,60.06,12.59,20.75,16.78,5.24,-10.54,-10.049580472921434,True,ml_orders_seconds_params,141029PK,Bastos Juntas,Juntas de Motor,SIM,NAO,ACTIVE,https://produto.mercadolivre.com.br/MLB-5016929006-jogo-junta-motor-palio-uno-siena-strada-fiasa-9604-_JM,60.06,60.06,60.06,60.06,20.75,20.75,16.78,5.24,54.61999999999999,33.86999999999999,42.91663392786988,26.612713129567055,54.61999999999999,11.849999999999989,9.310913805295819,9.310913805295819,60.06,20.75,16.78,5.24,11.849999999999989,0.0,0.0,0.0,0.0,True,EXACT,100.0,ALTA,MLB5016929006
